Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build
TMobile,Samsung,Galaxy S7 Edge,2019-04-02 00:00:00,2019-03-01 00:00:00,32.0,True,android 8.0baseband version:g935tuvs9csc1
TMobile,Samsung,Galaxy S7 Edge,2019-07-26 00:00:00,2019-07-01 00:00:00,25.0,True,android 8.0baseband version:g935tuvsacsg1
TMobile,Samsung,Galaxy S8,2017-04-20 00:00:00,2017-04-01 00:00:00,19.0,True,android 7.0baseband version: g950usqu1aqd9
TMobile,Samsung,Galaxy S8,2017-05-01 00:00:00,2017-05-01 00:00:00,0.0,True,android 7.0baseband version: g950usqu1aqde
TMobile,Samsung,Galaxy S8,2017-06-06 00:00:00,2017-06-01 00:00:00,5.0,True,android 7.0baseband version: g950usqu1aqef
TMobile,Samsung,Galaxy S8,2017-07-08 00:00:00,2017-07-01 00:00:00,7.0,True,android 7.0baseband version: g950usqu1aqfj
TMobile,Samsung,Galaxy S8,2019-10-09 00:00:00,2019-08-01 00:00:00,69.0,True,android 9.0baseband version:g950usqu6dsh8
TMobile,Samsung,Galaxy S8,2019-10-21 00:00:00,2019-10-01 00:00:00,20.0,True,android 9.0baseband version:g950usqu6dsj3
TMobile,Samsung,Galaxy S8,2019-11-15 00:00:00,2019-11-01 00:00:00,14.0,True,android 9.0baseband version:g950usqu6dsj6
TMobile,Samsung,Galaxy S8 Active,2017-12-21 00:00:00,2017-12-01 00:00:00,20.0,True,android 7.0baseband version: g892usqu1aqk5
TMobile,Samsung,Galaxy S8 Active,2018-01-18 00:00:00,2018-01-01 00:00:00,17.0,True,android 7.0baseband version:g892usqs1ara1
TMobile,Samsung,Galaxy S8 Active,2018-02-22 00:00:00,2018-02-01 00:00:00,21.0,True,android 7.0baseband version:g892usqs1arb3
TMobile,Samsung,Galaxy S8 Active,2018-03-29 00:00:00,2018-03-01 00:00:00,28.0,True,android 8.0baseband version:g892usqu1brc4
TMobile,Samsung,Galaxy S8 Active,2018-04-26 00:00:00,2018-04-01 00:00:00,25.0,True,android 8.0baseband version:g892usqs1brd5
TMobile,Samsung,Galaxy S8 Active,2018-06-03 00:00:00,2018-05-01 00:00:00,33.0,True,android 8.0baseband version:g892usqu2bre3
TMobile,Samsung,Galaxy S8 Active,2018-06-28 00:00:00,2018-06-01 00:00:00,27.0,True,android 8.0baseband version:g892usqs2brf1
TMobile,Samsung,Galaxy S8 Active,2018-07-26 00:00:00,2018-07-01 00:00:00,25.0,True,android 8.0baseband version:g892usqs3brg5
TMobile,Samsung,Galaxy S8 Active,2018-08-23 00:00:00,2018-08-01 00:00:00,22.0,True,android 8.0baseband version:g892usqs3brh2
TMobile,Samsung,Galaxy S8 Active,2018-10-25 00:00:00,2018-10-01 00:00:00,24.0,True,android 8.0baseband version:g892usqu3brj2
TMobile,Samsung,Galaxy S8 Active,2018-11-18 00:00:00,2018-11-01 00:00:00,17.0,True,android 8.0baseband version:g892usqs3brj7
TMobile,Samsung,Galaxy S8 Active,2019-03-01 00:00:00,2019-02-01 00:00:00,28.0,True,android 8.0baseband version:g892usqs4bsb2
TMobile,Samsung,Galaxy S8 Active,2019-03-28 00:00:00,2019-03-01 00:00:00,27.0,False,android 8.0baseband version:g892usqs4bsc3
TMobile,Samsung,Galaxy S8 Active,2019-05-28 00:00:00,2019-05-01 00:00:00,27.0,False,android 8.0baseband version:g892usqs5bse5
TMobile,Samsung,Galaxy S8 Active,2019-07-26 00:00:00,2019-07-01 00:00:00,25.0,True,android 8.0baseband version:g892usqs5bsg4
TMobile,Samsung,Galaxy S8 Active,2019-09-28 00:00:00,2019-09-01 00:00:00,27.0,True,android 9.0baseband version:g892usqs5csi2
TMobile,Samsung,Galaxy S8 Active,2019-10-18 00:00:00,2019-10-01 00:00:00,17.0,True,android 9.0baseband version:g892usqs5csi5
TMobile,Samsung,Galaxy S8 Active,2019-11-26 00:00:00,2019-11-01 00:00:00,25.0,True,android 9.0baseband version:g892usqs6csk1
TMobile,Samsung,Galaxy S8+,2017-04-20 00:00:00,2017-04-01 00:00:00,19.0,True,android 7.0baseband version: g955usqu1aqd9
TMobile,Samsung,Galaxy S8+,2017-05-01 00:00:00,2017-05-01 00:00:00,0.0,True,android 7.0baseband version: g955usqu1aqde
TMobile,Samsung,Galaxy S8+,2017-07-08 00:00:00,2017-07-01 00:00:00,7.0,True,android 7.0baseband version: g955usqu1aqfj
TMobile,Samsung,Galaxy S8+,2019-10-09 00:00:00,2019-08-01 00:00:00,69.0,True,android 9.0baseband version:g955usqu6dsh8
TMobile,Samsung,Galaxy S8+,2019-10-21 00:00:00,2019-10-01 00:00:00,20.0,True,android 9.0baseband version:g955usqu6dsj3
TMobile,Samsung,Galaxy S8+,2019-11-15 00:00:00,2019-11-01 00:00:00,14.0,True,android 9.0baseband version:g955usqu6dsj6
TMobile,Samsung,Galaxy S9,2018-04-13 00:00:00,2018-04-01 00:00:00,12.0,True,android 8.0baseband version:g960usqu2arc6
TMobile,Samsung,Galaxy S9,2018-06-21 00:00:00,2018-06-01 00:00:00,20.0,True,android 8.0baseband version:g960usqs2arf4
TMobile,Samsung,Galaxy S9,2018-07-08 00:00:00,2018-07-01 00:00:00,7.0,True,android 8.0baseband version:g960usqu2arf7
TMobile,Samsung,Galaxy S9,2018-08-17 00:00:00,2018-08-01 00:00:00,16.0,True,android 8.0baseband version:g960usqs3arg8
TMobile,Samsung,Galaxy S9,2018-10-21 00:00:00,2018-10-01 00:00:00,20.0,True,android 8.0baseband version:g960usqs3arib
TMobile,Samsung,Galaxy S9,2018-11-04 00:00:00,2018-11-01 00:00:00,3.0,True,android 8.0baseband version:g960usqu3brj5
TMobile,Samsung,Galaxy S9,2018-12-16 00:00:00,2018-12-01 00:00:00,15.0,True,android 8.0baseband version:g960usqs3brk2
TMobile,Samsung,Galaxy S9,2019-02-13 00:00:00,2019-02-01 00:00:00,12.0,True,android 9.0baseband version:g960usqu3csab
TMobile,Samsung,Galaxy S9,2019-03-21 00:00:00,2019-03-01 00:00:00,20.0,True,android 9.0baseband version:g960usqs4csc3
TMobile,Samsung,Galaxy S9,2019-04-19 00:00:00,2019-04-01 00:00:00,18.0,True,android 9.0baseband version:g960usqs4csc8
TMobile,Samsung,Galaxy S9,2019-06-12 00:00:00,2019-06-01 00:00:00,11.0,True,android 9.0baseband version:g960usqs5csea
TMobile,Samsung,Galaxy S9,2019-08-01 00:00:00,2019-08-01 00:00:00,0.0,True,android 9.0baseband version:g960usqs5csgb
TMobile,Samsung,Galaxy S9,2019-11-03 00:00:00,2019-10-01 00:00:00,33.0,True,android 9.0baseband version:g965usqu7csj2
TMobile,Samsung,Galaxy S9,2019-11-13 00:00:00,2019-11-01 00:00:00,12.0,True,android 9.0baseband version:g960usqs7csj6
TMobile,Samsung,Galaxy S9,2019-12-10 00:00:00,2019-12-01 00:00:00,9.0,True,android 9.0baseband version:g960usqs7csk3
TMobile,Samsung,Galaxy S9+,2018-03-16 00:00:00,2018-03-01 00:00:00,15.0,True,android version: 8.0baseband version:g965usqu1arbg
TMobile,Samsung,Galaxy S9+,2018-04-13 00:00:00,2018-04-01 00:00:00,12.0,True,android version: 8.0baseband version:g965usqu2arc6
TMobile,Samsung,Galaxy S9+,2018-06-21 00:00:00,2018-06-01 00:00:00,20.0,True,android version: 8.0baseband version:g965usqs2arf4
TMobile,Samsung,Galaxy S9+,2018-07-08 00:00:00,2018-07-01 00:00:00,7.0,True,android version: 8.0baseband version:g965usqu2arf7
TMobile,Samsung,Galaxy S9+,2018-08-17 00:00:00,2018-08-01 00:00:00,16.0,True,android 8.0baseband version:g965usqs3arg8
TMobile,Samsung,Galaxy S9+,2018-10-21 00:00:00,2018-10-01 00:00:00,20.0,True,android 8.0baseband version:g965usqs3arib
TMobile,Samsung,Galaxy S9+,2018-11-04 00:00:00,2018-11-01 00:00:00,3.0,True,android 8.0baseband version:g965usqu3brj5
TMobile,Samsung,Galaxy S9+,2018-12-16 00:00:00,2018-12-01 00:00:00,15.0,True,android 8.0baseband version:g965usqs3brk2
TMobile,Samsung,Galaxy S9+,2019-02-13 00:00:00,2019-02-01 00:00:00,12.0,True,android 9.0baseband version:g965usqu3csab
TMobile,Samsung,Galaxy S9+,2019-03-21 00:00:00,2019-03-01 00:00:00,20.0,True,android 9.0baseband version:g965usqs4csc3
TMobile,Samsung,Galaxy S9+,2019-04-19 00:00:00,2019-04-01 00:00:00,18.0,True,android 9.0baseband version:g965usqs4csc8
TMobile,Samsung,Galaxy S9+,2019-06-12 00:00:00,2019-06-01 00:00:00,11.0,True,android 9.0baseband version:g965usqs5csea
TMobile,Samsung,Galaxy S9+,2019-08-01 00:00:00,2019-08-01 00:00:00,0.0,True,android 9.0baseband version:g965usqs5csgc
TMobile,Samsung,Galaxy S9+,2019-11-03 00:00:00,2019-10-01 00:00:00,33.0,True,android 9.0baseband version:g965usqu7csj2
TMobile,Samsung,Galaxy S9+,2019-11-13 00:00:00,2019-11-01 00:00:00,12.0,True,android 9.0baseband version:g965usqs7csj6
TMobile,Samsung,Galaxy S9+,2019-12-10 00:00:00,2019-12-01 00:00:00,9.0,True,android 9.0baseband version:g960usqs7csk3
TMobile,Samsung,Galaxy Tab 3 7.0,2015-08-24 00:00:00,2015-08-01 00:00:00,23.0,True,android version 4.4.4baseband version t217tuvuboh1
TMobile,Samsung,Galaxy Tab 3 7.0,2017-02-08 00:00:00,2017-02-01 00:00:00,7.0,True,android version 4.4.4baseband version t217tuvsbqa1
TMobile,Samsung,Galaxy Tab 4,2015-09-28 00:00:00,2015-09-01 00:00:00,27.0,True,android 5.1.1baseband version: t337tuvu1coh5
TMobile,Samsung,Galaxy Tab 4,2016-08-28 00:00:00,2016-08-01 00:00:00,27.0,True,android 5.1.1baseband version: t337tuvs1cpg2
TMobile,Samsung,Galaxy Tab 4,2017-02-01 00:00:00,2017-02-01 00:00:00,0.0,True,android 5.1.1baseband version: t337tuvs1cpl1
TMobile,Samsung,Galaxy Tab E 8.0,2017-01-18 00:00:00,2017-01-01 00:00:00,17.0,True,android 6.0.1baseband version: t377tuvs1apl1
TMobile,Samsung,Galaxy Tab E 8.0,2017-10-02 00:00:00,2017-10-01 00:00:00,1.0,True,android 7.0baseband version: t377tuvu1bqi5
TMobile,Samsung,Galaxy Tab S,2015-09-28 00:00:00,2015-09-01 00:00:00,27.0,True,android version 5.0.2baseband version t807tuvu1boh2
TMobile,Samsung,Galaxy Tab S,2015-11-02 00:00:00,2015-11-01 00:00:00,1.0,True,android version 5.0.2baseband version t807tuvu1boj3
TMobile,Samsung,Galaxy Tab S,2016-01-11 00:00:00,2016-01-01 00:00:00,10.0,True,android version 5.0.2baseband version t807tuvs1bol1
TMobile,Samsung,Galaxy Tab S,2017-02-01 00:00:00,2017-02-01 00:00:00,0.0,True,android version 5.0.2baseband version t807tuvs1bpl2
TMobile,Samsung,Galaxy Tab S2,2016-01-11 00:00:00,2016-01-01 00:00:00,10.0,True,android version 5.1.1baseband version t817tuvs2aol1
TMobile,Samsung,Galaxy Tab S2,2016-02-29 00:00:00,2016-02-01 00:00:00,28.0,True,android version 5.1.1baseband version t817tuvs2apb1
TMobile,Samsung,Galaxy Tab S2,2016-07-18 00:00:00,2016-07-01 00:00:00,17.0,True,android version 6.0.1baseband version t817tuvu2bpf1
TMobile,Samsung,Galaxy Tab S2,2017-01-23 00:00:00,2017-01-01 00:00:00,22.0,True,android version 6.0.1baseband version t817tuvs2bpl1
TMobile,Samsung,Galaxy Tab S2,2017-02-24 00:00:00,2017-02-01 00:00:00,23.0,True,android version 6.0.1baseband version t818tuvs1aqa2
TMobile,Samsung,Galaxy Tab S2,2017-06-05 00:00:00,2017-06-01 00:00:00,4.0,True,android version 7.0baseband version t817tuvu2bqe2
TMobile,Samsung,Galaxy Tab S2,2017-11-02 00:00:00,2017-11-01 00:00:00,1.0,True,android version 7.0baseband version:  t818tuvu1bqj3
TMobile,Samsung,Galaxy Tab S2,2018-02-01 00:00:00,2018-02-01 00:00:00,0.0,True,android 7.0baseband version:t818tuvs1bra4
TMobile,Samsung,Galaxy Tab S2,2018-05-19 00:00:00,2018-05-01 00:00:00,18.0,True,android 7.0baseband version:t818tuvs2bre1
TMobile,Samsung,Galaxy Tab S2,2018-08-01 00:00:00,2018-08-01 00:00:00,0.0,True,android 7.0baseband version:t818tuvs3brg2
TMobile,Samsung,Galaxy Tab S2,2019-02-03 00:00:00,2019-02-01 00:00:00,2.0,True,android 7.0baseband version:t818tuvs3bsa1
TMobile,Samsung,Galaxy Tab S2,2019-07-27 00:00:00,2019-07-01 00:00:00,26.0,True,android 7.0baseband version:t818tuvs4bsg3
TMobile,Samsung,Galaxy Tab S4,2018-12-20 00:00:00,2018-12-01 00:00:00,19.0,True,android 8.1.0baseband version:t837tuvu1ark1
TMobile,Samsung,Galaxy Tab S4,2019-03-01 00:00:00,2019-02-01 00:00:00,28.0,True,android 8.1.0baseband version:t837tuvs1asb3
TMobile,Samsung,Galaxy Tab S4,2019-04-28 00:00:00,2019-03-01 00:00:00,58.0,True,android 9.0baseband version:t837tuvu1bsd4
TMobile,Samsung,Galaxy Tab S4,2019-06-28 00:00:00,2019-06-01 00:00:00,27.0,True,android 9.0baseband version:t837tuvs2bsf2
TMobile,Samsung,Galaxy Tab S4,2019-10-19 00:00:00,2019-08-01 00:00:00,79.0,True,android 9.0baseband version:t837tuvu3bsi1
TMobile,Samsung,Galaxy Tab S4,2019-11-19 00:00:00,2019-11-01 00:00:00,18.0,True,android 9.0baseband version:t837tuvs4bsk1
TMobile,Samsung,Galaxy Tab S6,2019-12-10 00:00:00,2019-11-01 00:00:00,39.0,True,android 9.0baseband version:t867usqs2ask3
TMobile,Samsung,J3 Prime,2017-07-07 00:00:00,2017-06-01 00:00:00,36.0,True,android version 7.0baseband version j327tuvu1aqf7
TMobile,Samsung,J3 Prime,2017-07-25 00:00:00,2017-07-01 00:00:00,24.0,True,android version 7.0baseband version j327tuvu1aqg1
TMobile,Samsung,J3 Prime,2017-12-07 00:00:00,2017-12-01 00:00:00,6.0,True,android 7.0baseband versionj327tuvu1aqk6
TMobile,Samsung,J3 Prime,2018-03-29 00:00:00,2018-03-01 00:00:00,28.0,True,android 7.0baseband version:j327tuvs2arc1
TMobile,Samsung,J3 Prime,2018-05-24 00:00:00,2018-05-01 00:00:00,23.0,True,android 7.0baseband version:j327tuvs2are1
TMobile,Samsung,J3 Prime,2018-12-23 00:00:00,2018-11-01 00:00:00,52.0,True,android 7.0baseband version:j327tuvu3ark4
TMobile,Samsung,J3 Prime,2019-03-03 00:00:00,2019-02-01 00:00:00,30.0,True,android 7.0baseband version: j327tuvs3asb1
TMobile,Samsung,J3 Prime,2019-08-28 00:00:00,2019-08-01 00:00:00,27.0,True,android 7.0baseband version: j327tuvs3ash2
TMobile,Samsung,S6 Edge Plus,2015-09-03 00:00:00,2015-09-01 00:00:00,2.0,True,android version 5.1.1baseband version:g928tuvu1boh4
TMobile,Samsung,S6 Edge Plus,2015-11-02 00:00:00,2015-11-01 00:00:00,1.0,True,android version 5.1.1baseband version: g928tuvu2coj5
TMobile,Samsung,S6 Edge Plus,2015-12-14 00:00:00,2015-12-01 00:00:00,13.0,True,android version 5.1.1baseband version: g928tuvs2cokc
TMobile,Samsung,S6 Edge Plus,2016-04-18 00:00:00,2016-04-01 00:00:00,17.0,True,android version 6.0.1baseband version: g928tuvu2dpd1
TMobile,Samsung,S6 Edge Plus,2016-07-13 00:00:00,2016-07-01 00:00:00,12.0,True,android version 6.0.1baseband version: g928tuvu3dpg1
TMobile,Samsung,S6 Edge Plus,2016-09-08 00:00:00,2016-09-01 00:00:00,7.0,True,android version 6.0.1baseband version:g928tuvs4dph2
TMobile,Samsung,S6 Edge Plus,2016-12-06 00:00:00,2016-11-01 00:00:00,35.0,True,android version 6.0.1baseband version:g928tuvu4dpk6
TMobile,Samsung,S6 Edge Plus,2017-02-01 00:00:00,2017-02-01 00:00:00,0.0,True,android version 6.0.1baseband version:g928tuvs4dqa1
TMobile,Samsung,S6 Edge Plus,2017-04-05 00:00:00,2017-04-01 00:00:00,4.0,True,android version 6.0.1baseband version:g928tuvu4dqc2
TMobile,Samsung,S6 Edge Plus,2017-05-01 00:00:00,2017-05-01 00:00:00,0.0,True,android version 7.0baseband version:g928tuvu4eqc6
TMobile,Samsung,S6 Edge Plus,2017-07-20 00:00:00,2017-07-01 00:00:00,19.0,True,android version 7.0baseband version:g928tuvs4eqg1
TMobile,Samsung,S6 Edge Plus,2017-08-01 00:00:00,2017-08-01 00:00:00,0.0,True,android version 7.0baseband version:g928tuvu4eqg3
TMobile,Samsung,S6 Edge Plus,2017-11-09 00:00:00,2017-11-01 00:00:00,8.0,True,android version 7.0baseband version:  g928tuvu4eqj3
TMobile,Samsung,S6 Edge Plus,2018-01-24 00:00:00,2018-01-01 00:00:00,23.0,True,android 7.0baseband version:g928tuvs5era1
TMobile,Samsung,S6 Edge Plus,2018-03-21 00:00:00,2018-03-01 00:00:00,20.0,True,android 7.0baseband version:g928tuvs5erc1
TMobile,Samsung,S6 Edge Plus,2018-05-24 00:00:00,2018-05-01 00:00:00,23.0,True,android 7.0baseband version:g928tuvs5ere1
TMobile,Samsung,S6 Edge Plus,2018-06-28 00:00:00,2018-06-01 00:00:00,27.0,True,android 7.0baseband version:g928tuvs5erf2
TMobile,Samsung,S6 Edge Plus,2018-07-27 00:00:00,2018-07-01 00:00:00,26.0,True,android 7.0baseband version:g928tuvs5erg1
TMobile,Samsung,Tab A (2018),2018-12-04 00:00:00,2018-11-01 00:00:00,33.0,True,android version: 8.1.0baseband version:t387tuvu1ark2
TMobile,Samsung,Tab A (2018),2019-03-21 00:00:00,2019-03-01 00:00:00,20.0,True,android version: 8.1.0baseband version:t387tuvs1asc1
TMobile,Samsung,Tab A (2018),2019-03-22 00:00:00,2019-06-01 00:00:00,-71.0,True,android version: 8.1.0baseband version:t387tuvs1asf2
TMobile,Samsung,Tab A (2018),2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,True,android version: 9.0baseband version:t387tuvu1bsi1
TMobile,Samsung,Tab A 8.0,2016-08-22 00:00:00,2016-08-01 00:00:00,21.0,True,android version 5.0.2baseband version t357tuvs1aph1
TMobile,Samsung,Tab A 8.0,2017-01-23 00:00:00,2017-01-01 00:00:00,22.0,True,android version 5.0.2baseband version t357tuvs1apl1
TMobile,Sony,Xperia Z1S 4G LTE,2015-09-28 00:00:00,2015-09-01 00:00:00,27.0,True,android version 5.0.2baseband version: 14.5.b.0.247  
TMobile,Sony,Xperia Z3,2015-09-28 00:00:00,2015-09-01 00:00:00,27.0,True,23.1.c.0.399android version 5.0.2software version 23.1.c.0.399
TMobile,T-Mobile,REVVL,2017-09-10 00:00:00,2017-09-01 00:00:00,9.0,True,android version 7.0build number h7jumj3
TMobile,T-Mobile,REVVL,2018-01-18 00:00:00,2018-01-01 00:00:00,17.0,True,android version 7.0build number h7wumw5
TMobile,T-Mobile,REVVL,2019-04-03 00:00:00,2019-04-01 00:00:00,2.0,True,android version 7.0build number h8cumc3
TMobile,T-Mobile,REVVL 2,2018-12-24 00:00:00,2018-12-01 00:00:00,23.0,False,android version: 8.1.0build number: ar3humh3
TMobile,T-Mobile,REVVL 2,2019-02-25 00:00:00,2019-02-01 00:00:00,24.0,True,android version: 8.1.0build number: ar3luml1
TMobile,T-Mobile,REVVL 2,2019-05-16 00:00:00,2019-05-01 00:00:00,15.0,True,android version: 8.1.0build number: ar3qumq7
TMobile,T-Mobile,REVVL 2,2019-06-14 00:00:00,2019-06-01 00:00:00,13.0,False,android version: 8.1.0build number: ar3tumt3
TMobile,T-Mobile,REVVL 2 PLUS,2018-11-19 00:00:00,2018-11-01 00:00:00,18.0,True,android version: 8.1.0build number: a4zumui
TMobile,T-Mobile,REVVL 2 PLUS,2019-01-20 00:00:00,2019-01-01 00:00:00,19.0,False,android version: 8.1.0build number: a4zumzi
TMobile,T-Mobile,REVVL 2 PLUS,2019-03-22 00:00:00,2019-03-01 00:00:00,21.0,True,android version: 8.1.0build number: ai7um75
TMobile,T-Mobile,REVVL 2 PLUS,2019-04-17 00:00:00,2019-04-01 00:00:00,16.0,False,android version: 8.1.0build number: 1aiauma5
TMobile,T-Mobile,REVVL PLUS,2018-06-25 00:00:00,2018-06-01 00:00:00,24.0,True,android version: 7.1.1build number: 7.1.143.30.180504.3701a-tmobaseband version: msm8953-3701a
TMobile,T-Mobile,REVVL PLUS,2018-12-03 00:00:00,2018-12-01 00:00:00,2.0,False,android version: 7.1.1build number: 143.35.180815.3701a-tmobaseband version: msm8953-3701a
TMobile,ZTE,Avid Plus,2016-11-16 00:00:00,2016-11-01 00:00:00,15.0,True,android version 5.1.1baseband version: z828v1.0.0b16
TMobile,ZTE,Avid Plus,2017-08-20 00:00:00,2017-08-01 00:00:00,19.0,True,android version 5.1.1baseband version: v1.0.0b18
TMobile,ZTE,Avid Trio,2017-07-17 00:00:00,2017-07-01 00:00:00,16.0,True,android version 6.0.1baseband version:z833v1.0.0b03
TMobile,ZTE,Concord II,2016-02-05 00:00:00,2016-02-01 00:00:00,4.0,True,android 4.3baseband version: z730v1.0.0b20
TMobile,ZTE,Obsidian,2016-02-23 00:00:00,2016-02-01 00:00:00,22.0,True,android version 5.1baseband version: z820v1.0.0b28
TMobile,ZTE,Obsidian,2016-05-30 00:00:00,2016-05-01 00:00:00,29.0,True,android version 5.1baseband version: z820v1.0.0b29
TMobile,ZTE,Obsidian,2018-11-28 00:00:00,2018-11-01 00:00:00,27.0,True,android version 5.1baseband version: z820v1.0.0b30
TMobile,ZTE,ZMAX,2015-09-01 00:00:00,2015-09-01 00:00:00,0.0,True,android version 4.4.2software version z970v1.0.0b33
TMobile,ZTE,ZMAX,2016-05-23 00:00:00,2016-05-01 00:00:00,22.0,True,android version 4.4.2software version z970v1.0.0b34
TMobile,ZTE,ZMAX,2016-11-16 00:00:00,2016-11-01 00:00:00,15.0,True,android version 4.4.2software version z970v1.0.0b35
TMobile,ZTE,ZMAX Pro,2016-11-21 00:00:00,2016-11-01 00:00:00,20.0,True,android 6.0.1build number: tmo_z981v1.0.0b07
TMobile,ZTE,ZMAX Pro,2017-05-15 00:00:00,2017-03-01 00:00:00,75.0,True,android 6.0.1build number: tmo_z981v1.0.0b13
TMobile,ZTE,ZMAX Pro,2017-09-26 00:00:00,2017-09-01 00:00:00,25.0,True,android 6.0.1build number: tmo_z981v1.0.0b14
TMobile,ZTE,ZMAX Pro,2017-01-27 00:00:00,2017-12-01 00:00:00,-308.0,True,android 6.0.1build number: tmo_z981v1.0.0b09
TMobile,ZTE,Zinger,2015-11-30 00:00:00,2015-11-01 00:00:00,29.0,True,android 4.4.2baseband version: z667tv1.0.0b09
TMobile,ZTE,Zinger,2016-05-30 00:00:00,2016-05-01 00:00:00,29.0,True,android 4.4.2baseband version: z667tv1.0.0.b10
TMobile,ZTE,Zinger,2016-11-15 00:00:00,2016-11-01 00:00:00,14.0,True,android 4.4.2baseband version: z667tv1.0.0.b11
Sprint,- Samsung,Galaxy J3 Emerge,2017-07-10 00:00:00,2017-07-01 00:00:00,9.0,True,J327PVPU1AQF4
Sprint,- Samsung,Galaxy S8,2017-07-08 00:00:00,2017-06-01 00:00:00,37.0,False,G950USQU1AQFJ
Sprint,Blackberry,KEYone,2019-01-11 00:00:00,2019-01-01 00:00:00,10.0,False,BBB100-3V016
Sprint,Blackberry,KEYone,2019-02-06 00:00:00,2019-02-01 00:00:00,5.0,False,BBB100-3V017
Sprint,Blackberry,KEYone,2019-04-22 00:00:00,2019-04-01 00:00:00,21.0,False,BBB100-3V019
Sprint,CAT,S48C,2019-03-11 00:00:00,2019-02-01 00:00:00,38.0,False,S0206121.0_S48c_0.026.00
Sprint,CAT,S48C,2019-05-28 00:00:00,2019-04-01 00:00:00,57.0,True,S0206121.0_S48c_0.030.00
Sprint,Coolpad,Illumina,2018-12-21 00:00:00,2018-11-01 00:00:00,50.0,False,3310A.SPRINT.181103.0S
Sprint,Coolpad,Illumina,2019-02-05 00:00:00,2019-01-01 00:00:00,35.0,False,3310A.SPRINT.190108.0S
Sprint,Coolpad,Legacy Go,2019-02-22 00:00:00,2019-02-01 00:00:00,21.0,False,3310A.SPRINT.190213.0S
Sprint,Essential,Essential Phone,2019-01-07 00:00:00,2019-01-01 00:00:00,6.0,False,PPR1.181005.116
Sprint,Essential,Essential Phone,2019-02-08 00:00:00,2019-02-01 00:00:00,7.0,True,PQ1A.190105.014
Sprint,Essential,Essential Phone,2019-04-01 00:00:00,2019-04-01 00:00:00,0.0,False,PQ1A.190105.045
Sprint,Essential,Essential Phone,2019-05-06 00:00:00,2019-05-01 00:00:00,5.0,True,PQ1A.190105.058
Sprint,Essential,Essential Phone,2019-06-03 00:00:00,2019-06-01 00:00:00,2.0,False,PQ1A.190105.077
Sprint,Essential,Essential Phone,2019-10-21 00:00:00,2019-10-01 00:00:00,20.0,False,QP1A.190711.148
Sprint,Essential,Essential Phone,2019-11-04 00:00:00,2019-11-01 00:00:00,3.0,False,QP1A.191005.014
Sprint,Essential,Essential Phone,2019-12-16 00:00:00,2019-12-01 00:00:00,15.0,False,QQ1A.191205.017
Sprint,Google,Pixel 3,2019-05-08 00:00:00,2019-05-01 00:00:00,7.0,False,PQ3A.190505.002
Sprint,Google,Pixel 3 XL,2019-05-08 00:00:00,2019-05-01 00:00:00,7.0,False,PQ3A.190505.002
Sprint,HTC,5G Hub,2019-10-18 00:00:00,2019-10-01 00:00:00,17.0,True,1.13.651.1
Sprint,HTC,HTC 10,2016-08-31 00:00:00,2016-08-01 00:00:00,30.0,True,1.80.651.6
Sprint,HTC,One A9,2016-06-15 00:00:00,2016-06-01 00:00:00,14.0,True,1.60.651.4
Sprint,HTC,One E8,2016-08-17 00:00:00,2016-08-01 00:00:00,16.0,True,3.10.651.6
Sprint,HTC,One M9,2016-08-31 00:00:00,2016-08-01 00:00:00,30.0,True,3.41.651.13
Sprint,HTC,U 11,2017-08-30 00:00:00,2017-08-01 00:00:00,29.0,True,1.28.651.3
Sprint,Huawei,Nexus 6p,2015-12-07 00:00:00,2015-11-01 00:00:00,36.0,True,MMB29M
Sprint,Huawei,Nexus 6p,2016-01-04 00:00:00,2016-01-01 00:00:00,3.0,True,MMB29P
Sprint,Huawei,Nexus 6p,2016-02-01 00:00:00,2016-02-01 00:00:00,0.0,False,MMB29Q
Sprint,Huawei,Nexus 6p,2016-04-04 00:00:00,2016-03-01 00:00:00,34.0,True,MHC19Q
Sprint,Huawei,Nexus 6p,2016-05-02 00:00:00,2016-04-01 00:00:00,31.0,False,MCT19T
Sprint,Huawei,Nexus 6p,2016-06-06 00:00:00,2016-06-01 00:00:00,5.0,True,MCT19V
Sprint,Huawei,Nexus 6p,2016-08-01 00:00:00,2016-08-01 00:00:00,0.0,True,MTC20F
Sprint,Huawei,Nexus 6p,2017-02-06 00:00:00,2017-02-01 00:00:00,5.0,True,N4F26O
Sprint,Huawei,Nexus 6p,2017-03-06 00:00:00,2017-03-01 00:00:00,5.0,True,N4F26T
Sprint,Kyocera,Hydro Vibe,2016-01-12 00:00:00,2016-01-01 00:00:00,11.0,True,2.050SP
Sprint,LG,Flex 2,2016-05-31 00:00:00,2016-05-01 00:00:00,30.0,True,LS996ZVB
Sprint,LG,G Pad F 7.0,2017-04-03 00:00:00,2017-04-01 00:00:00,2.0,True,LK430ZV7
Sprint,LG,G Pad F2 8.0,2018-06-29 00:00:00,2018-06-01 00:00:00,28.0,True,LK46010k
Sprint,LG,G Stylo,2016-05-23 00:00:00,2016-05-01 00:00:00,22.0,True,LS775ZV4
Sprint,LG,G Stylo,2016-07-19 00:00:00,2016-07-01 00:00:00,18.0,True,LS770ZV9
