Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference, build,Year_Phone_Release,Month_Phone_Release,Bulletin_Year,Prior_Missed_Bulletins,Days_Since_Last_Security_Updates
T-Mobile,LG,Leon,2017-07-24,2017-07-01,22,android 5.1.1software version h34510p,2015,2,2017,3.0,140.0
T-Mobile,LG,Nexus 5,2016-11-22,2016-11-01,20,android version 6.0.1 / software version m4b30z,2013,10,2016,,
T-Mobile,LG,Optimus L90,2015-10-06,2015-10-01,4,android version 5.0.2build number d41520c,2014,3,2015,,
T-Mobile,LG,Optimus L90,2017-01-23,2017-01-01,21,android 5.0.2buid number d41520f,2014,3,2017,15.0,475.0
T-Mobile,LG,V10,2016-04-11,2016-04-01,9,android version 6.0software version h90120e,2015,10,2016,,
T-Mobile,LG,V10,2016-08-08,2016-08-01,6,android 6.0.1software version h90120j,2015,10,2016,3.0,119.0
T-Mobile,LG,V10,2016-10-24,2016-10-01,22,android 6.0.1software version h90120l,2015,10,2016,1.0,77.0
T-Mobile,LG,V10,2017-07-19,2017-07-01,17,android 7.0software version h90130b,2015,10,2017,8.0,268.0
T-Mobile,LG,V10,2017-09-27,2017-09-01,25,android 7.0software version h90130c,2015,10,2017,1.0,70.0
T-Mobile,LG,V10,2018-06-29,2018-06-01,27,android 7.0software version h90130d,2015,10,2018,8.0,275.0
T-Mobile,LG,V20,2017-01-17,2017-01-01,15,android 7.0software version h91810j,2016,10,2017,,
T-Mobile,LG,V20,2017-05-25,2017-05-01,23,android 7.0software version h91810k,2016,10,2017,3.0,128.0
T-Mobile,LG,V20,2017-08-07,2017-08-01,5,android 7.0software version h91810p,2016,10,2017,2.0,74.0
T-Mobile,LG,V20,2017-09-28,2017-09-01,26,android 7.0software version h91810q,2016,10,2017,0.0,52.0
T-Mobile,LG,V20,2017-12-05,2017-12-01,3,android 7.0software version h91810r,2016,10,2017,2.0,68.0
T-Mobile,LG,V20,2018-01-31,2018-01-01,29,android 7.0software version h91810s,2016,10,2018,0.0,57.0
T-Mobile,LG,V20,2018-04-02,2018-03-01,31,android 7.0software version h91810t,2016,10,2018,1.0,61.0
T-Mobile,LG,V20,2018-06-06,2018-05-01,35,android 7.0software version h91810u,2016,10,2018,1.0,65.0
T-Mobile,LG,V20,2018-09-28,2018-09-01,26,android 8.0.0software version h91820f,2016,10,2018,3.0,114.0
T-Mobile,LG,V20,2018-10-26,2018-10-01,24,android 8.0.0software version h91820g,2016,10,2018,0.0,28.0
T-Mobile,LG,V20,2018-11-30,2018-11-01,28,android 8.0.0software version h91820h,2016,10,2018,0.0,35.0
T-Mobile,LG,V30+,2017-11-03,2017-10-01,32,android 7.1.2software version: h93210c,2017,8,2017,,
T-Mobile,LG,V30+,2018-01-31,2018-01-01,29,android 7.1.2software version: h93210d,2017,8,2018,2.0,89.0
T-Mobile,LG,V30+,2018-05-29,2018-05-01,27,android 8.0.0software version: h93220h,2017,8,2018,3.0,118.0
T-Mobile,LG,V30+,2018-06-25,2018-06-01,23,android 8.0.0software version: h93220j,2017,8,2018,0.0,27.0
T-Mobile,LG,V30+,2018-08-29,2018-08-01,27,android 8.0.0software version: h93220k,2017,8,2018,1.0,65.0
T-Mobile,LG,V30+,2018-10-30,2018-10-01,28,android 8.0.0software version: h93220o,2017,8,2018,1.0,62.0
T-Mobile,LG,V30+,2018-12-04,2018-11-01,32,android 8.0.0software version: h93220p,2017,8,2018,0.0,35.0
T-Mobile,LG,V30+,2019-02-24,2019-01-01,53,android 8.0.0software version: h93220r,2017,8,2019,1.0,82.0
T-Mobile,LG,V30+,2019-03-21,2019-03-01,19,android 8.0.0software version: h93220s,2017,8,2019,1.0,25.0
T-Mobile,LG,V30+,2019-10-08,2019-08-01,67,android 9.0software version: h93230d,2017,8,2019,4.0,201.0
T-Mobile,LG,V40 ThinQ,2018-11-05,2018-11-01,3,android 8.1.0software version:v40511c,2018,10,2018,,
T-Mobile,LG,V40 ThinQ,2018-12-27,2018-12-01,25,android 8.1.0software version:v40511d,2018,10,2018,0.0,52.0
T-Mobile,LG,V40 ThinQ,2019-02-26,2019-02-01,24,android 8.1.0software version:v40511e,2018,10,2019,1.0,61.0
T-Mobile,LG,V40 ThinQ,2019-06-19,2019-06-01,17,android 9.0software version:v40520g,2018,10,2019,3.0,113.0
T-Mobile,LG,V40 ThinQ,2019-07-26,2019-07-01,24,android 9.0software version:v405ta20h,2018,10,2019,0.0,37.0
T-Mobile,LG,V40 ThinQ,2019-10-01,2019-09-01,29,android 9.0software version:v405ta20i,2018,10,2019,1.0,67.0
T-Mobile,LG,V40 ThinQ,2019-11-09,2019-10-01,38,android 9.0software version:v405ta20j,2018,10,2019,0.0,39.0
T-Mobile,Motorola,Moto E 4th Generation,2018-05-31,2018-05-01,29,android 7.1.1baseband version:ncqs26.69-64-6,2017,6,2018,,
T-Mobile,Motorola,Moto Z (2) Force,2017-11-13,2017-11-01,11,android 7.1.1build number: ncx26.7,2017,8,2017,,
T-Mobile,Motorola,Moto Z (2) Force,2017-12-22,2017-12-01,20,android 8.0.0build number: ocx27,2017,8,2017,0.0,39.0
T-Mobile,Motorola,Moto Z (2) Force,2018-04-23,2018-04-01,21,android 8.0build number: ocx27.1.2,2017,8,2018,3.0,122.0
T-Mobile,Motorola,Moto Z (2) Force,2018-07-06,2018-07-01,4,android 8.0build number: ocx27.1.3,2017,8,2018,2.0,74.0
T-Mobile,Motorola,Moto Z (2) Force,2018-11-29,2018-11-01,27,android 8.0build number: ocx27.1.4,2017,8,2018,3.0,146.0
T-Mobile,Motorola,Moto Z (2) Force,2019-02-15,2019-02-01,13,android 8.0build number: ocx27.1.5,2017,8,2019,2.0,78.0
T-Mobile,Motorola,Moto Z (2) Force,2019-07-26,2019-07-01,24,android 8.0build number: ocx27.1.7,2017,8,2019,4.0,161.0
T-Mobile,Motorola,Moto g7 power,2019-08-01,2019-08-01,-1,android 9 piebuild number: pco29.114-134,2019,2,2019,,
T-Mobile,Motorola,Nexus 6,2015-08-05,2015-08-01,3,android version 5.1.1build number lmy48j,2014,11,2015,,
T-Mobile,Motorola,Nexus 6,2015-09-08,2015-09-01,6,android version 5.1.1build number lyz28k,2014,11,2015,0.0,34.0
T-Mobile,Motorola,Nexus 6,2015-10-05,2015-10-01,3,android version 6.0build number mra58k,2014,11,2015,0.0,27.0
T-Mobile,Motorola,Nexus 6,2015-11-20,2015-11-01,18,android version 6.0build number mra58x,2014,11,2015,0.0,46.0
T-Mobile,Motorola,Nexus 6,2015-12-14,2015-12-01,12,android version 6.0.1build number mmb29k,2014,11,2015,0.0,24.0
T-Mobile,OnePlus,7 Pro,2019-03-09,2019-03-01,7,android 9.0build number:oxygen os 9.5.5.gm31cb,2019,5,2019,,
T-Mobile,OnePlus,7 Pro,2019-06-14,2019-05-01,43,android 9.0build number:oxygen os 9.5.7.gm31cb,2019,5,2019,1.0,97.0
T-Mobile,OnePlus,7 Pro,2019-06-20,2019-06-01,18,android 9.0,2019,5,2019,0.0,6.0
T-Mobile,OnePlus,OnePlus 6T,2018-11-20,2018-11-01,18,android 9.0build number:a6013_34_181029,2018,11,2018,,
T-Mobile,OnePlus,OnePlus 6T,2019-01-03,2019-01-01,1,android 9.0build number:a6013_34_181228,2018,11,2019,1.0,44.0
T-Mobile,OnePlus,OnePlus 6T,2019-03-09,2019-03-01,7,android 9.0build number:a6013_34_190217,2018,11,2019,1.0,65.0
T-Mobile,OnePlus,OnePlus 6T,2019-06-28,2019-04-01,87,android 9.0build number:a6013_34_190612,2018,11,2019,0.0,111.0
T-Mobile,Revvl(T-Mobile),REVVL,2017-09-10,2017-09-01,8,android version 7.0build number h7jumj3,2017,8,2017,,
T-Mobile,Revvl(T-Mobile),REVVL,2018-01-18,2018-01-01,16,android version 7.0build number h7wumw5,2017,8,2018,3.0,130.0
T-Mobile,Revvl(T-Mobile),REVVL,2019-04-03,2019-04-01,1,android version 7.0build number h8cumc3,2017,8,2019,15.0,440.0
T-Mobile,Revvl(T-Mobile),REVVL 2,2018-12-24,2018-12-01,22,android version: 8.1.0build number: ar3humh3,2018,11,2018,,
T-Mobile,Revvl(T-Mobile),REVVL 2,2019-02-25,2019-02-01,23,android version: 8.1.0build number: ar3luml1,2018,11,2019,1.0,63.0
T-Mobile,Revvl(T-Mobile),REVVL 2,2019-05-16,2019-05-01,14,android version: 8.1.0build number: ar3qumq7,2018,11,2019,2.0,80.0
T-Mobile,Revvl(T-Mobile),REVVL 2,2019-06-14,2019-06-01,12,android version: 8.1.0build number: ar3tumt3,2018,11,2019,0.0,29.0
T-Mobile,Revvl(T-Mobile),REVVL 2 PLUS,2018-11-19,2018-11-01,17,android version: 8.1.0build number: a4zumui,2018,11,2018,,
T-Mobile,Revvl(T-Mobile),REVVL 2 PLUS,2019-01-20,2019-01-01,18,android version: 8.1.0build number: a4zumzi,2018,11,2019,1.0,62.0
T-Mobile,Revvl(T-Mobile),REVVL 2 PLUS,2019-03-22,2019-03-01,20,android version: 8.1.0build number: ai7um75,2018,11,2019,1.0,61.0
T-Mobile,Revvl(T-Mobile),REVVL 2 PLUS,2019-04-17,2019-04-01,15,android version: 8.1.0build number: 1aiauma5,2018,11,2019,0.0,26.0
T-Mobile,Revvl(T-Mobile),REVVL PLUS,2018-06-25,2018-06-01,23,android version: 7.1.1build number: 7.1.143.30.180504.3701a-tmobaseband version: msm8953-3701a,2017,11,2018,,
T-Mobile,Revvl(T-Mobile),REVVL PLUS,2018-12-03,2018-12-01,1,android version: 7.1.1build number: 143.35.180815.3701a-tmobaseband version: msm8953-3701a,2017,11,2018,5.0,161.0
T-Mobile,Samsung,Galaxy A10e,2019-07-21,2019-07-01,19,android 9.0baseband version:a102usqu1asfi,2019,8,2019,,
T-Mobile,Samsung,Galaxy A10e,2019-10-13,2019-09-01,41,android 9.0baseband version:a102usqu2asi7,2019,8,2019,1.0,84.0
T-Mobile,Samsung,Galaxy A10e,2019-11-23,2019-11-01,21,android 9.0baseband version:a102usqs4ask4,2019,8,2019,1.0,41.0
T-Mobile,Samsung,Galaxy A20,2019-09-22,2019-09-01,20,android 9.0baseband version:a205usqu2asi2,2019,4,2019,,
T-Mobile,Samsung,Galaxy A20,2019-12-15,2019-11-01,43,android 9.0baseband version:a205usqu3ask1,2019,4,2019,1.0,84.0
T-Mobile,Samsung,Galaxy A6,2019-11-10,2019-09-01,69,android version: 9.0baseband version:a600tuvu2bsi4,2018,5,2019,,
T-Mobile,Samsung,Galaxy Avant,2015-09-08,2015-09-01,6,android version 4.4.2baseband version g386tuvu1aoh3,2014,6,2015,,
T-Mobile,Samsung,Galaxy Avant,2017-02-15,2017-02-01,13,android version 4.4.2baseband version g386tuvs1aqa1,2014,6,2017,17.0,526.0
T-Mobile,Samsung,Galaxy Avant,2017-05-02,2017-05-01,0,android version 4.4.2baseband version g386tuvu1aqd2,2014,6,2017,2.0,76.0
T-Mobile,Samsung,Galaxy Core Prime,2015-08-17,2015-08-01,15,android version 5.1.1baseband g360tuvu1aof9,2014,11,2015,,
T-Mobile,Samsung,Galaxy Core Prime,2016-07-23,2016-07-01,21,android version 5.1.1baseband g360t1uvu1apg2,2014,11,2016,11.0,341.0
T-Mobile,Samsung,Galaxy Core Prime,2016-12-21,2016-12-01,19,android version 5.1.1baseband g360tuvs2apk3,2014,11,2016,4.0,151.0
T-Mobile,Samsung,Galaxy Core Prime,2017-02-20,2017-01-01,49,android version 5.1.1baseband g360tuvs2aqa2,2014,11,2017,0.0,61.0
T-Mobile,Samsung,Galaxy Core Prime,2017-04-14,2017-04-01,12,android version 5.1.1baseband g360tuvu2aqd1,2014,11,2017,2.0,53.0
T-Mobile,Samsung,Galaxy Grand Prime,2015-08-17,2015-08-01,15,androidversion 5.1.1baseband version: g530tuvu1aof8,2014,10,2015,,
T-Mobile,Samsung,Galaxy Grand Prime,2016-07-25,2016-07-01,23,androidversion 5.1.1baseband version: g530tuvu1apg1,2014,10,2016,11.0,343.0
T-Mobile,Samsung,Galaxy Grand Prime,2016-12-21,2016-12-01,19,androidversion 5.1.1baseband version: g530tuvs2apk2,2014,10,2016,4.0,149.0
T-Mobile,Samsung,Galaxy Grand Prime,2017-02-27,2017-02-01,25,androidversion 5.1.1baseband version: g530tuvs2aqa2,2014,10,2017,1.0,68.0
T-Mobile,Samsung,Galaxy Grand Prime,2017-04-14,2017-04-01,12,androidversion 5.1.1baseband version: g530tuvu2aqd1,2014,10,2017,1.0,46.0
T-Mobile,Samsung,Galaxy Grand Prime,2017-06-08,2017-05-01,37,androidversion 5.1.1baseband version: g530tuvu2aqe3,2014,10,2017,0.0,55.0
T-Mobile,Samsung,Galaxy J3 (2018),2018-08-16,2018-08-01,14,android 8.0baseband version:j337tuvs2arg1,2018,6,2018,,
T-Mobile,Samsung,Galaxy J3 (2018),2018-11-16,2018-11-01,14,android 8.0baseband version:j337tuvu2arj6,2018,6,2018,2.0,92.0
T-Mobile,Samsung,Galaxy J3 (2018),2019-02-24,2019-02-01,22,android 8.0baseband version:j337tuvs3asb1,2018,6,2019,2.0,100.0
T-Mobile,Samsung,Galaxy J3 (2018),2019-05-24,2019-05-01,22,android 8.0baseband version:j337tuvs4asd1,2018,6,2019,2.0,89.0
T-Mobile,Samsung,Galaxy J3 (2018),2019-08-28,2019-08-01,26,android 8.0baseband version:j337tuvs4ash2,2018,6,2019,2.0,96.0
T-Mobile,Samsung,Galaxy J3 (2018),2019-11-22,2019-11-01,20,android 8.0baseband version:j337tuvs6ask2,2018,6,2019,2.0,86.0
T-Mobile,Samsung,Galaxy J3 Emerge,2017-07-07,2017-06-01,35,android version 7.0baseband version j327tuvu1aqf7,2017,1,2017,,
T-Mobile,Samsung,Galaxy J3 Emerge,2017-07-25,2017-07-01,23,android version 7.0baseband version j327tuvu1aqg1,2017,1,2017,0.0,18.0
T-Mobile,Samsung,Galaxy J3 Emerge,2017-12-07,2017-12-01,5,android 7.0baseband versionj327tuvu1aqk6,2017,1,2017,4.0,135.0
T-Mobile,Samsung,Galaxy J3 Emerge,2018-03-29,2018-03-01,27,android 7.0baseband version:j327tuvs2arc1,2017,1,2018,2.0,112.0
T-Mobile,Samsung,Galaxy J3 Emerge,2018-05-24,2018-05-01,22,android 7.0baseband version:j327tuvs2are1,2017,1,2018,1.0,56.0
T-Mobile,Samsung,Galaxy J3 Emerge,2018-12-23,2018-11-01,51,android 7.0baseband version:j327tuvu3ark4,2017,1,2018,5.0,213.0
T-Mobile,Samsung,Galaxy J3 Emerge,2019-03-03,2019-02-01,29,android 7.0baseband version: j327tuvs3asb1,2017,1,2019,2.0,70.0
T-Mobile,Samsung,Galaxy J3 Emerge,2019-08-28,2019-08-01,26,android 7.0baseband version: j327tuvs3ash2,2017,1,2019,5.0,178.0
T-Mobile,Samsung,Galaxy J7,2016-11-09,2016-11-01,7,android 6.0.1baseband version: j700tuvu2apj3,2015,7,2016,,
T-Mobile,Samsung,Galaxy J7,2016-12-19,2016-12-01,17,android 6.0.1baseband version: j700tuvu2apk6,2015,7,2016,0.0,40.0
T-Mobile,Samsung,Galaxy J7,2017-04-14,2017-04-01,12,android 6.0.1baseband version: j700tuvu3aqc3,2015,7,2017,3.0,116.0
T-Mobile,Samsung,Galaxy J7,2017-06-19,2017-06-01,17,android 6.0.1baseband version: j700tuvs3aqf1,2015,7,2017,1.0,66.0
T-Mobile,Samsung,Galaxy J7,2017-10-19,2017-10-01,17,android 7.1.1baseband version: j700tuvu3bqi5,2015,7,2017,3.0,122.0
T-Mobile,Samsung,Galaxy J7,2017-11-22,2017-11-01,20,android 7.1.1baseband version:  j700tuvu3bqk3,2015,7,2017,0.0,34.0
T-Mobile,Samsung,Galaxy J7 (2018),2018-08-16,2018-08-01,14,android 8.0baseband version:j737tuvs2arg1,2018,7,2018,,
T-Mobile,Samsung,Galaxy J7 (2018),2018-11-22,2018-11-01,20,android 8.0baseband version:j737tuvs3arj1,2018,7,2018,2.0,98.0
T-Mobile,Samsung,Galaxy J7 (2018),2019-02-24,2019-02-01,22,android 8.0baseband version:j737tuvs4asb2,2018,7,2019,2.0,94.0
T-Mobile,Samsung,Galaxy J7 (2018),2019-05-24,2019-05-01,22,android 8.0baseband version:j737tuvs5asd1,2018,7,2019,2.0,89.0
T-Mobile,Samsung,Galaxy J7 (2018),2019-08-27,2019-08-01,25,android 9.0baseband version:j737tuvu5bsg2,2018,7,2019,2.0,95.0
T-Mobile,Samsung,Galaxy J7 (2018),2019-10-20,2019-09-01,48,android 9.0baseband version:j737tuvu5bsi2,2018,7,2019,0.0,54.0
T-Mobile,Samsung,Galaxy J7 Prime,2017-07-20,2017-07-01,18,android version 7.0baseband version: j727tuvu1aqfb,2016,9,2017,,
T-Mobile,Samsung,Galaxy J7 Prime,2019-09-30,2019-09-01,28,android 8.1baseband version:j727tuvs6bsi2,2016,9,2019,26.0,802.0
T-Mobile,Samsung,Galaxy Light,2015-10-02,2015-10-01,0,android version 4.2.2baseband version: t399uvuaoh2,2013,10,2015,,
T-Mobile,Samsung,Galaxy Light,2016-02-16,2016-02-01,14,android version 4.2.2baseband version: t399uvuapa1,2013,10,2016,3.0,137.0
T-Mobile,Samsung,Galaxy Light,2017-06-05,2017-06-01,3,android version 4.2.2baseband version: t399uvuaqe1,2013,10,2017,16.0,475.0
T-Mobile,Samsung,Galaxy Note 10.1 (2014),2015-09-28,2015-09-01,26,android version 5.0.2baseband version:  p607tuvuboi2,2013,9,2015,,
T-Mobile,Samsung,Galaxy Note 10.1 (2014),2016-08-22,2016-08-01,20,android version 5.0.2baseband version:  p607tuvsbph1,2013,9,2016,11.0,329.0
T-Mobile,Samsung,Galaxy Note 10.1 (2014),2017-02-01,2017-02-01,-1,android version 5.0.2baseband version:  p607tuvsbpl1,2013,9,2017,5.0,163.0
T-Mobile,Samsung,Galaxy Note Edge,2015-08-10,2015-08-01,8,android version 5.0.1baseband version: n915tuvu1bog2,2014,9,2015,,
T-Mobile,Samsung,Galaxy Note Edge,2015-11-30,2015-11-01,28,android 5.1.1baseband version: n915tuvu2cok2,2014,9,2015,2.0,112.0
T-Mobile,Samsung,Galaxy Note Edge,2016-06-27,2016-06-01,25,android 6.0.1baseband version: n915tuvu2cpe3,2014,9,2016,6.0,210.0
T-Mobile,Samsung,Galaxy Note Edge,2016-07-30,2016-07-01,28,android 6.0.1baseband version: n915tuvu2dpg2,2014,9,2016,0.0,33.0
T-Mobile,Samsung,Galaxy Note Edge,2016-10-24,2016-10-01,22,android 6.0.1baseband version: n915tuvu2dpj2,2014,9,2016,2.0,86.0
T-Mobile,Samsung,Galaxy Note Edge,2016-12-19,2016-11-01,47,android 6.0.1baseband version: n915tuvs2dpk2,2014,9,2016,0.0,56.0
T-Mobile,Samsung,Galaxy Note Edge,2017-03-06,2017-03-01,4,android 6.0.1baseband version: n915tuvs2dqb1,2014,9,2017,3.0,77.0
T-Mobile,Samsung,Galaxy Note Edge,2017-04-14,2017-04-01,12,android 6.0.1baseband version: n915tuvu2dqc1,2014,9,2017,0.0,39.0
T-Mobile,Samsung,Galaxy Note Edge,2017-06-01,2017-05-01,30,android 6.0.1baseband version: n915tuvs2dqe2,2014,9,2017,0.0,48.0
T-Mobile,Samsung,Galaxy Note Edge,2017-08-03,2017-07-01,32,android 6.0.1baseband version: n915tuvs2dqg1,2014,9,2017,1.0,63.0
T-Mobile,Samsung,Galaxy Note Edge,2017-10-19,2017-09-01,47,android 6.0.1baseband version:n915tuvu2dqi2,2014,9,2017,1.0,77.0
T-Mobile,Samsung,Galaxy Note10,2019-07-01,2019-07-01,-1,android 9.0baseband version:n970usqu1asgo,2019,8,2019,,
T-Mobile,Samsung,Galaxy Note10,2019-08-20,2019-08-01,18,android 9.0baseband version:n970usqu1ash4,2019,8,2019,0.0,50.0
T-Mobile,Samsung,Galaxy Note10,2019-09-20,2019-09-01,18,android 9.0baseband version:n970usqu1ashb,2019,8,2019,0.0,31.0
T-Mobile,Samsung,Galaxy Note10,2019-10-11,2019-10-01,9,android 9.0baseband version:n970usqs1asi3,2019,8,2019,0.0,21.0
T-Mobile,Samsung,Galaxy Note10,2019-11-01,2019-11-01,-1,android 9.0baseband version:n970usqs2asj8,2019,8,2019,0.0,21.0
T-Mobile,Samsung,Galaxy Note10+,2019-07-01,2019-07-01,-1,android 9.0baseband version:n975usqu1asgo,2019,8,2019,,
T-Mobile,Samsung,Galaxy Note10+,2019-08-20,2019-08-01,18,android 9.0baseband version:n975usqu1ash4,2019,8,2019,0.0,50.0
T-Mobile,Samsung,Galaxy Note10+,2019-09-20,2019-09-01,18,android 9.0baseband version:n975usqu1ashb,2019,8,2019,0.0,31.0
T-Mobile,Samsung,Galaxy Note10+,2019-10-11,2019-10-01,9,android 9.0baseband version:n975usqs1asi3,2019,8,2019,0.0,21.0
T-Mobile,Samsung,Galaxy Note10+,2019-11-01,2019-11-01,-1,android 9.0baseband version:n975usqs2asj8,2019,8,2019,0.0,21.0
T-Mobile,Samsung,Galaxy Note10+,2019-12-06,2019-12-01,4,android 10.0baseband version:n976usqu1asl3,2019,8,2019,0.0,35.0
T-Mobile,Samsung,Galaxy Note3,2015-12-28,2015-12-01,26,android version 5.0baseband version: n900tuvufol1,2013,9,2015,,
T-Mobile,Samsung,Galaxy Note3,2016-10-06,2016-09-01,34,android version 5.0baseband version: n900tuvsfph3,2013,9,2016,8.0,283.0
T-Mobile,Samsung,Galaxy Note3,2017-01-18,2017-01-01,16,android version 5.0baseband version: n900tuvsfpl1,2013,9,2017,3.0,104.0
T-Mobile,Samsung,Galaxy Note3,2017-04-28,2017-04-01,26,android version 5.0baseband version: n900tuvufqd2,2013,9,2017,2.0,100.0
T-Mobile,Samsung,Galaxy Note4,2015-08-10,2015-08-01,8,android version 5.0.1baseband version: n910tuvu1cog2,2014,10,2015,,
T-Mobile,Samsung,Galaxy Note4,2015-11-30,2015-11-01,28,android version 5.1.1baseband versions: n910tuvu2dok2,2014,10,2015,2.0,112.0
T-Mobile,Samsung,Galaxy Note4,2016-06-27,2016-06-01,25,android version 6.0.1baseband version: n910tuvu2dpe3,2014,10,2016,6.0,210.0
T-Mobile,Samsung,Galaxy Note4,2016-07-30,2016-07-01,28,android version 6.0.1baseband version: n910tuvs2epg2 or n910t3uvs2epg2,2014,10,2016,0.0,33.0
T-Mobile,Samsung,Galaxy Note4,2016-10-24,2016-10-01,22,android version 6.0.1baseband version: n910tuvu2epj2 or n910t3uvu3epj2,2014,10,2016,2.0,86.0
T-Mobile,Samsung,Galaxy Note4,2016-12-19,2016-11-01,47,android version 6.0.1baseband version: n910tuvs2epk2 or n910t3uvs3epk2,2014,10,2016,0.0,56.0
T-Mobile,Samsung,Galaxy Note4,2017-03-06,2017-03-01,4,android version 6.0.1baseband version: n910tuvs2eqb1 or n910t3uvs3eqb1,2014,10,2017,3.0,77.0
T-Mobile,Samsung,Galaxy Note4,2017-04-14,2017-04-01,12,android version 6.0.1baseband version: n910tuvu2eqc1 or n910t3uvu3eqc1,2014,10,2017,0.0,39.0
T-Mobile,Samsung,Galaxy Note4,2017-06-01,2017-05-01,30,android version 6.0.1baseband version: n910tuvs2eqe2 or n910t3uvs3eqe2,2014,10,2017,0.0,48.0
T-Mobile,Samsung,Galaxy Note4,2017-08-03,2017-07-01,32,android version 6.0.1baseband version: n910tuvs2eqg1 or n910t3uvs3eqg1,2014,10,2017,1.0,63.0
T-Mobile,Samsung,Galaxy Note4,2017-10-19,2017-09-01,47,android 6.0.1baseband version:n910tuvu2eqi2 orn910t3uvu3eqi2,2014,10,2017,1.0,77.0
T-Mobile,Samsung,Galaxy Note5,2015-09-03,2015-09-01,1,android version 5.1.1baseband version: n920tuvu1boh4,2015,8,2015,,
T-Mobile,Samsung,Galaxy Note5,2015-11-02,2015-11-01,0,android version 5.1.1baseband version: n920tuvu2coj5,2015,8,2015,1.0,60.0
T-Mobile,Samsung,Galaxy Note5,2015-12-14,2015-12-01,12,android version 5.1.1baseband version n920tuvs2cokc,2015,8,2015,0.0,42.0
T-Mobile,Samsung,Galaxy Note5,2016-04-18,2016-04-01,16,android version 6.0.1baseband version n920tuvu2dpd1,2015,8,2016,3.0,126.0
T-Mobile,Samsung,Galaxy Note5,2016-07-13,2016-07-01,11,android version 6.0.1baseband version n920tuvu3dpg1,2015,8,2016,2.0,86.0
T-Mobile,Samsung,Galaxy Note5,2016-09-08,2016-09-01,6,android version 6.0.1baseband versionn920tuvs4dph2,2015,8,2016,1.0,57.0
T-Mobile,Samsung,Galaxy Note5,2016-12-06,2016-11-01,34,android version 6.0.1baseband versionn920tuvu4dpk6,2015,8,2016,1.0,89.0
T-Mobile,Samsung,Galaxy Note5,2017-02-01,2017-02-01,-1,android version 6.0.1baseband versionn920tuvs4dqa2,2015,8,2017,2.0,57.0
T-Mobile,Samsung,Galaxy Note5,2017-04-05,2017-04-01,3,android version 6.0.1baseband versionn920tuvu4dqc2,2015,8,2017,1.0,63.0
T-Mobile,Samsung,Galaxy Note5,2017-05-21,2017-05-01,19,android version 7.0baseband versionn920tuvu4eqe1,2015,8,2017,0.0,46.0
T-Mobile,Samsung,Galaxy Note5,2017-07-20,2017-07-01,18,android version 7.0baseband versionn920tuvs4eqg1,2015,8,2017,1.0,60.0
T-Mobile,Samsung,Galaxy Note5,2017-08-01,2017-08-01,-1,android version 7.0baseband versionn920tuvu4eqg3,2015,8,2017,0.0,12.0
T-Mobile,Samsung,Galaxy Note5,2017-11-09,2017-11-01,7,android 7.0baseband version n920tuvu4eqj3,2015,8,2017,2.0,100.0
T-Mobile,Samsung,Galaxy Note5,2017-12-01,2017-12-01,-1,android 7.0baseband versionn920tuvs4eqk1,2015,8,2017,0.0,22.0
T-Mobile,Samsung,Galaxy Note5,2018-01-24,2018-01-01,22,android 7.0baseband version:n920tuvs5era1,2015,8,2018,0.0,54.0
T-Mobile,Samsung,Galaxy Note5,2018-03-21,2018-03-01,19,android 7.0baseband version: n920tuvs5erc1,2015,8,2018,1.0,56.0
T-Mobile,Samsung,Galaxy Note5,2018-04-22,2018-04-01,20,android 7.0baseband version:n920tuvs5erd1,2015,8,2018,0.0,32.0
T-Mobile,Samsung,Galaxy Note5,2018-05-24,2018-05-01,22,android 7.0baseband version:n920tuvs5ere1,2015,8,2018,0.0,32.0
T-Mobile,Samsung,Galaxy Note5,2018-06-28,2018-06-01,26,android 7.0baseband version:n920tuvs5erf2,2015,8,2018,0.0,35.0
T-Mobile,Samsung,Galaxy Note5,2018-07-27,2018-07-01,25,android 7.0baseband version:n920tuvs5erg1,2015,8,2018,0.0,29.0
T-Mobile,Samsung,Galaxy Note8,2017-09-15,2017-09-01,13,android 7.0baseband version: n950usqu1aqi5,2017,8,2017,,
T-Mobile,Samsung,Galaxy Note8,2017-11-16,2017-11-01,14,android 7.0baseband version:  n950usqu2bqja,2017,8,2017,1.0,62.0
T-Mobile,Samsung,Galaxy Note8,2017-12-21,2017-12-01,19,android 7.0baseband version:  n950usqu2bqla,2017,8,2017,0.0,35.0
T-Mobile,Samsung,Galaxy Note8,2018-02-01,2018-02-01,-1,android 7.0baseband version:n950usqu3bra9,2017,8,2018,1.0,42.0
T-Mobile,Samsung,Galaxy Note8,2018-04-01,2018-04-01,-1,android 8.0baseband version:n950usqu3crc2,2017,8,2018,1.0,59.0
T-Mobile,Samsung,Galaxy Note8,2018-05-13,2018-05-01,11,android 8.0baseband version:n950usqu3crd7,2017,8,2018,0.0,42.0
T-Mobile,Samsung,Galaxy Note8,2019-02-07,2019-02-01,5,android 8.0baseband version:n950usqs5crl1,2017,8,2019,9.0,270.0
T-Mobile,Samsung,Galaxy Note8,2019-04-05,2019-04-01,3,android 9.0baseband version: n950usqu5dsc1,2017,8,2019,1.0,57.0
