Manufacture,Model,Software_Version,Release_Date,Method,Description,filename,Android_Level_Guessed,Bulletin_Level,difference
Samsung,Galaxy J3 Emerge,J327PVPU4ARG2,2018-07-30,Available Over the Air + OEM Tool,"july 1, 2018 security patches and other bug fixes. the security of your device has been improved. a software update can include, but is not limited to: device stability and improvements, bug fixes. new and/or enhanced features. further improvements to performance. to get the best from your device, please keep your phone up to date and regularly check for software updates.",output285.txt,True,2018-07-01,29
Samsung,Galaxy J3 Emerge,J327PVPU4ARJ2,2018-11-07,Available Over the Air + OEM Tool,"august - october 1, 2018 security and other bug fixes.",output316.txt,True,2018-10-01,37
Samsung,Galaxy J7 Perx,G925PVPS4DQE2,2017-05-24,Available Over the Air. ,fixes: android security patch april & may 2017*,,False,2017-05-01,23
Samsung,Galaxy J7 Perx,J727PVPU1AQF5,2017-07-10,Available OTA + OEM Tool,"- wi-fi calling is now calling plus with new & improved features.;@;- android security patches.;@;- device stability improvements, bug fixes.;@;- new and / or enhanced features.;@;- further improvements to performance.;@; seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".;@;",,True,2017-07-01,9
Samsung,Galaxy J7 Perx,J727PVPU2AQI3,2017-10-02,Available OTA + OEM Tool,"android security patches (july-sept) & bug fixes  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output202.txt,True,2017-10-01,1
Samsung,Galaxy J7 Perx,QJ3,2017-11-20,Available OTA + OEM Tool,"krack (not included october & november patches) rssi change sms fixes uicc permanent fix  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output217.txt,True,2017-11-01,19
Samsung,Galaxy J7 Perx,J727PVPU4ARG2,2018-07-18,Available Over the Air + OEM Tool,"april to june 2018 security patches, uicc unlock, 3 way calling and other bug fixes",output279.txt,False,2018-06-01,47
Samsung,Galaxy J7 Perx,J727PVPU4BRH5,2018-09-12,Available Over the Air,"os update to oreo august 1, 2018 security patches power-up animation updated samsung experience 9.0 other bug fixes",output290.txt,True,2018-08-01,42
Samsung,Galaxy J7 Perx,J727PVPU4BRK4,2018-12-10,Available Over the Air + OEM Tool,quarterly september - november 1 security patch and other bug fixes.,output332.txt,True,2018-11-01,39
Samsung,Galaxy J7 Perx,J727PVPS5BSA3,2019-02-27,Available OTA,android security patch level to february 2019,output386.txt,False,2019-02-01,26
Samsung,Galaxy J7 Refine,J737PVPS2ASA1,2019-01-18,Available OTA,android security patch level december 2018 - january 2019,output350.txt,False,2019-01-01,17
Samsung,Galaxy J7 Refine,J737PVPS3ASC2,2019-04-12,Available OTA,android security patch level through april 2019,output423.txt,False,2019-04-01,11
Samsung,Galaxy Note 3,N900PVPUEOK2,2015-11-30,nan,google security patch: stagefright,output12.txt,True,2015-11-01,29
Samsung,Galaxy Note 3,N900PVPUEPH1,2016-08-24,nan,security patches from nov/2015 to aug/2016fix gms app crash ,output121.txt,True,2016-08-01,23
Samsung,Galaxy Note 4,N910PVPU4COJ6,2015-11-05,nan,sprint global roaminggoogle security patch: stagefright,output3.txt,True,2015-11-01,4
Samsung,Galaxy Note 4,N910PVPS4COK1,2015-12-07,nan,google and samsung security updates,output18.txt,True,2015-12-01,6
Samsung,Galaxy Note 4,PC1,2016-03-24,nan,android 6.0 marshmallow updategoogle and samsung security updatesbug fixes,output46.txt,True,2016-03-01,23
Samsung,Galaxy Note 4,N910PVPU4DPE1,2016-05-23,nan,may android/samsung security patches,output78.txt,True,2016-05-01,22
Samsung,Galaxy Note 4,N910PVPS4DPE2,2016-06-16,nan,june android/samsung security update,output91.txt,True,2016-06-01,15
Samsung,Galaxy Note 4,N910PVPU4DPG1,2016-08-04,nan,android/samsung july security updateresolution to lock screen production issueupdated vowifi client ,output117.txt,True,2016-07-01,34
Samsung,Galaxy Note 4,N910PVPS4DQB3,2017-02-27,Available OTA + OEM Tool,monthly security update,output147.txt,True,2017-02-01,26
Samsung,Galaxy Note 5,N920PVPU2AOJ6,2015-10-31,nan,additional brand supportgoogle security patchesandroid for workgear vr support,output0.txt,True,2015-10-01,30
Samsung,Galaxy Note 5,G920PVPS2AOK3,2015-12-07,nan,google and samsung security updates,output20.txt,True,2015-12-01,6
Samsung,Galaxy Note 5,PC3,2016-03-24,nan,android 6.0 marshmallow updategoogle and samsung security updatesbug fixes,output45.txt,True,2016-03-01,23
Samsung,Galaxy Note 5,N920PVPS2BPD1,2016-04-19,nan,samsung and google monthly security update,output56.txt,True,2016-04-01,18
Samsung,Galaxy Note 5,N920PVPU2BPD2,2016-05-19,nan,google and samsung security patches,output75.txt,True,2016-05-01,18
Samsung,Galaxy Note 5,N920PVPU2BPH9,2016-09-14,nan,august and september android/samsung security patchesupdated wifi calling client ,output128.txt,True,2016-09-01,13
Samsung,Galaxy Note 8,N950USQS5CRI4,2018-09-20,Available OTA,september android security patch,output301.txt,True,2018-09-01,19
Samsung,Galaxy Note 8,N950USQS5CRK1,2018-12-17,Available OTA,december 2018 android security patch level,output334.txt,False,2018-12-01,16
Samsung,Galaxy Note 8,N950USQS5CRL1,2019-01-28,Available OTA,android security patch level january 2019,output352.txt,False,2019-01-01,27
Samsung,Galaxy Note 8,N950USQS5CSA1,2019-03-04,Available OTA,february 2019 android security patch level,output403.txt,False,2019-02-01,31
Samsung,Galaxy Note 8,N950USQU5DSC1,2019-03-22,Available OTA,"update to android pie, bug fixes, and march 2019 android security patch level",output404.txt,False,2019-03-01,21
Samsung,Galaxy Note 8,N950USQU5DSD4,2019-04-19,Available OTA,android security patch level april 2019 bug fixes which include a patch for lte data loss after updating to android p (software version dsc1),output417.txt,False,2019-04-01,18
Samsung,Galaxy Note 8,N950USQS5DSE9,2019-05-31,Available OTA,"may 1, 2019 android security patch.",output450.txt,True,2019-05-01,30
Samsung,Galaxy Note 9,N960USQS1ARH6,2018-09-19,Available OTA + OEM Tool,september android security patch,output298.txt,True,2018-09-01,18
Samsung,Galaxy Note 9,N960USQS1ARJ5,2018-10-29,Available OTA + OEM Tool,october 1st security patches and other bug fixes.,output309.txt,True,2018-10-01,28
Samsung,Galaxy Note 9,N960USQS1ARJ9,2018-11-15,Available OTA + OEM Tool,november android security patch,output318.txt,True,2018-11-01,14
Samsung,Galaxy Note 9,N960USQU1ARL1,2019-01-09,Available OTA,android security patch level december 2018 bug fixes and performance enhancements,output353.txt,False,2018-12-01,39
Samsung,Galaxy Note 9,N960USQU1CSAA,2019-02-04,Available OTA,upgrade to android pie os includes android security patch level january 2019 and bug fixes. i got pie on my samsung and it's totally different!!,output361.txt,False,2019-01-01,34
Samsung,Galaxy Note 9,N960USQU1CSB3,2019-03-04,Available OTA,android security patch level february 2019 and bug fixes.,output387.txt,False,2019-02-01,31
Samsung,Galaxy Note 9,N960USQS1CSD1,2019-04-17,Available OTA,april 1 security patches only,output416.txt,True,2019-04-01,16
Samsung,Galaxy Note 9,N960USQU1CSE3,2019-06-17,Available OTA + OEM Tool,may 2019 security patches and other bug fixes.,output456.txt,False,2019-05-01,47
Samsung,Galaxy Note 9,N960USQS1CSF2,2019-06-27,Available OTA + OEM Tool,"june 1, 2019 security patches",output460.txt,True,2019-06-01,26
Samsung,Galaxy Note Edge,N915PVPS4COK2,2015-12-07,nan,google and samsung security updates,output17.txt,True,2015-12-01,6
Samsung,Galaxy Note Edge,N915PVPU4DPD,2016-04-21,nan,android 6.0 marshmallow updategoogle and samsung security updatesbug fixes,output60.txt,True,2016-04-01,20
Samsung,Galaxy Note Edge,N915PVPE4DPE2,2016-05-31,nan,may android/samsung security patches,output82.txt,True,2016-05-01,30
Samsung,Galaxy Note Edge,N915PVPU4DPF3,2016-07-06,nan,june android/samsung security patches,output101.txt,True,2016-06-01,35
Samsung,Galaxy Note Edge,N915PVPS4DPG1,2016-07-28,nan,android/samsung july security update,output110.txt,True,2016-07-01,27
Samsung,Galaxy Note Edge,N915PVPS4DPH3,2016-09-21,nan,android/samsung september security update ,output130.txt,True,2016-09-01,20
Samsung,Galaxy Note Edge,6.0.1,2017-01-27,Available OTA + OEM Tool,january android/samsung security update,output136.txt,True,2017-01-01,26
Samsung,Galaxy Note Edge,N915PVPS4DQB3,2017-02-27,Available OTA + OEM Tool,monthly security update,output148.txt,True,2017-02-01,26
Samsung,Galaxy Note5,G928PVPS3BQA1,2017-02-06,Available OTA Version: ,monthly android security update,,True,2017-02-01,5
Samsung,Galaxy Note5,N920PVPU3DQC5,2017-04-05,Available OTA + OEM Too,n os (android 7.0) upgrade;@;monthly security update;@;,,True,2017-04-01,4
Samsung,Galaxy Note5,G925PVPS4DQE2,2017-05-24,Available Over the Air. ,fixes: android security patch april & may 2017*,,False,2017-05-01,23
Samsung,Galaxy Note5,N920PVPS3DQF1,2017-06-23,Available Over the Air,**fixes: june 2017 security patches only***,,False,2017-06-01,22
Samsung,Galaxy Note5,N920PVPS3DRB1,2018-02-27,Available Over the Air,"android security patch only february 01, 2018  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output242.txt,True,2018-02-01,26
Samsung,Galaxy Note5,N920PVPS3DRG1,2018-07-23,Available Over the Air,july 2018 android security patch,output287.txt,False,2018-07-01,22
Samsung,Galaxy Note8,N950USQU2BQJB,2017-11-15,Available Over the Air,"includes the latest google security patches, adds calling plus, and includes rssi updates  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output215.txt,True,2017-11-01,14
Samsung,Galaxy Note8,N950USQU3BRA6,2018-01-29,Available Over the Air,"january 2018 security patches and bug fixes, including meltdown.  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output238.txt,False,2018-01-01,28
Samsung,Galaxy Note8,N920PVPS3DRB1,2018-02-27,Available Over the Air,"android security patch only february 01, 2018  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output242.txt,True,2018-02-01,26
Samsung,Galaxy Note8,N950USQU3CRC2,2018-03-30,Available Over the Air,"oreo upgrade, march 1 2018, android security patches. this maintenance release allows for bring your own device capabilities as well. thanks  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output245.txt,True,2018-03-01,29
Samsung,Galaxy Note8,N950USQU4CRD7,2018-05-14,Available Over the Air,"bug fixes and april 1, 2018, android security patches",output258.txt,True,2018-04-01,43
Samsung,Galaxy Note8,N950USQS4CRE1,2018-05-24,Available Over the Air,"may 1, 2018 android security patch only solved! go to solution.",output259.txt,True,2018-05-01,23
Samsung,Galaxy S10,G973USQU1ASC8,2019-03-27,Available OTA,android security patch level march 2019 performance improvements for data connections,output406.txt,False,2019-03-01,26
Samsung,Galaxy S10,G973USQU1ASD5,2019-04-16,Available OTA,april android security patches device stability improvements data connectivity improvements,output413.txt,True,2019-04-01,15
Samsung,Galaxy S10,G973USQS1ASDA,2019-05-17,Available OTA,may android security patches,output442.txt,True,2019-05-01,16
Samsung,Galaxy S10+,G975USQU1ASC8,2019-03-27,Available OTA,android security patch level march 2019 performance improvements for data connections,output407.txt,False,2019-03-01,26
Samsung,Galaxy S10+,G975USQU1ASD5,2019-04-16,Available OTA,april android security patches device stability improvements data connectivity improvements,output412.txt,True,2019-04-01,15
Samsung,Galaxy S10+,G975USQS1ASDA,2019-05-17,Available OTA,may android security patches,output443.txt,True,2019-05-01,16
Samsung,Galaxy S10e,G970USQU1ASC8,2019-03-27,Available OTA,android security patch level march 2019 performance improvements for data connections,output408.txt,False,2019-03-01,26
Samsung,Galaxy S10e,G970USQU1ASD5,2019-04-16,Available OTA,april android security patches device stability improvements data connectivity improvements,output414.txt,True,2019-04-01,15
Samsung,Galaxy S10e,G970USQS1ASDA,2019-05-17,Available OTA,may android security patches,output444.txt,True,2019-05-01,16
Samsung,Galaxy S5,G900PVPU3CPCA,2016-04-07,nan,android 6.0 marshmallow updategoogle and samsung security updatesbug fixes,output54.txt,True,2016-04-01,6
Samsung,Galaxy S5,G900PSPT3CPE2,2016-06-16,nan,android security patches 06/01/2016,output90.txt,True,2016-06-01,15
Samsung,Galaxy S5,G900PVPU3CPG1,2016-07-29,nan,july security patchesshort code messaging fix updated kineto clientfix for sos message feature,output111.txt,True,2016-07-01,28
Samsung,Galaxy S5,G900PVPS3CQA2,2017-01-27,Available Over the Air,january security patches,output139.txt,True,2017-01-01,26
Samsung,Galaxy S5 Sport,G860PVPU2BOK1,2015-11-30,nan,"google security patch: stagefright - october, 2015",output11.txt,True,2015-11-01,29
Samsung,Galaxy S6,G920PVPU3BOJ7,2015-11-04,nan,sprint global roaminggoogle security patch: stagefrightbug fixes,output2.txt,True,2015-11-01,3
Samsung,Galaxy S6,G920PVPS3CPD2,2016-04-19,nan,samsung and google monthly security update,output59.txt,True,2016-04-01,18
Samsung,Galaxy S6,G920PVPSUCPD3,2016-05-19,nan,google security patchuicc handling improvementscamera improvementsled indicator improvement,output72.txt,True,2016-05-01,18
Samsung,Galaxy S6,G920PVPU3CPF4,2016-06-27,nan,bug fixesandroid security patchwi-fi calling enhancements ,output97.txt,True,2016-06-01,26
Samsung,Galaxy S6,G920PVPS3CPG1,2016-07-28,nan,security update (july),output109.txt,True,2016-07-01,27
Samsung,Galaxy S6,G925PVPS4DQJ1,2017-11-13,Available OTA + OEM Tool,"'krack', september & october security patch  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output213.txt,True,2017-10-01,43
Samsung,Galaxy S6,G925PVPS4DQL2,2017-12-27,Available OTA + OEM Tool,"december 1st security updates  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output229.txt,True,2017-12-01,26
Samsung,Galaxy S6,G920PVPS4DRA2,2018-01-26,Available OTA + OEM Tool,"january 1, 2018 security patches (including spectre & meltdown patch)  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output239.txt,True,2018-01-01,25
Samsung,Galaxy S6,G920PVPS4DRC2,2018-04-09,Available Over the Air,february and march android security patches,output251.txt,True,2018-03-01,39
Samsung,Galaxy S6 Edge,G925PVPU3BOJ7,2015-11-04,nan,sprint global roaminggoogle security patch: stagefrightbug fixes,output1.txt,True,2015-11-01,3
Samsung,Galaxy S6 Edge,G925PVPS3CPD2,2016-04-19,nan,samsung and google monthly security update,output58.txt,True,2016-04-01,18
Samsung,Galaxy S6 Edge,G925PVPU3CPD3,2016-05-19,nan,google and samsung security patches,output73.txt,True,2016-05-01,18
Samsung,Galaxy S6 Edge,G925PVPU3CPF4,2016-06-27,nan,bug fixesandroid security patchwi-fi calling enhancements ,output96.txt,True,2016-06-01,26
Samsung,Galaxy S6 Edge,G925PVPS3CPG1,2016-07-28,nan,security update (july),output108.txt,True,2016-07-01,27
Samsung,Galaxy S6 Edge,G925PVPS4DQF1,2017-06-26,Available OTA + OEM Tool,"monthly june security patch update  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output186.txt,True,2017-06-01,25
Samsung,Galaxy S6 Edge,G925PVPS4DQJ1,2017-11-13,Available OTA + OEM Tool,"'krack', september & october security patch  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output213.txt,True,2017-10-01,43
Samsung,Galaxy S6 Edge,G925PVPS4DQL2,2017-12-27,Available OTA + OEM Tool,"december 1st security updates  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output229.txt,True,2017-12-01,26
Samsung,Galaxy S6 Edge,G920PVPS4DRC2,2018-04-09,Available Over the Air,february and march android security patches,output252.txt,True,2018-03-01,39
Samsung,Galaxy S6 Edge+,G928PVPS2AOK3,2015-12-07,nan,google and samsung security updates,output19.txt,True,2015-12-01,6
Samsung,Galaxy S6 Edge+,PC3,2016-03-24,nan,android 6.0 marshmallow updategoogle and samsung security updatesbug fixes,output47.txt,True,2016-03-01,23
Samsung,Galaxy S6 Edge+,G928PVPS2BPD1,2016-04-19,nan,samsung and google monthly security update,output57.txt,True,2016-04-01,18
Samsung,Galaxy S6 Edge+,G928PVPU2BPD2,2016-05-19,nan,google and samsung security patches,output74.txt,True,2016-05-01,18
Samsung,Galaxy S6 Edge+,G928PVPE2BPG1,2016-07-27,nan,june and july security patches and bug fixesupdated voice over wifi client,output107.txt,True,2016-07-01,26
Samsung,Galaxy S6 Edge+,G928PVPU2BPH9,2016-09-14,nan,august and september android/samsung security patchesupdated wifi calling client ,output129.txt,True,2016-09-01,13
Samsung,Galaxy S6 Edge+,G928PVPS3DQF1,2017-06-28,Available OTA + OEM Tool,june 2017 android security patches only,,False,2017-06-01,27
Samsung,Galaxy S6 Edge+,G928PSPT3DQK1,2017-12-04,Available Over the Air,"november 1, 2017 smr (w/ krack patch)  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output220.txt,True,2017-11-01,33
Samsung,Galaxy S6 Edge+,G928PVPS3DRG1,2018-07-23,Available Over the Air,july 2018 android security patch,,False,2018-07-01,22
Samsung,Galaxy S7,G930PVPU2APF2,2016-06-27,nan,bug fixesandroid security patchnetwork improvements,output94.txt,True,2016-06-01,26
Samsung,Galaxy S7,G930PVPS2APG1,2016-07-21,nan,security patch,output105.txt,True,2016-07-01,20
Samsung,Galaxy S7,G930PVPU2APH7,2016-09-14,nan,"august, 2016 #7 android security patchessms over wifiadditional sos message fixesvowifi fixesrssi fixbattery drain issue in china ",output127.txt,True,2016-09-01,13
Samsung,Galaxy S7,G930PVPU4BQF3,2017-07-05,Available Over the Air,"june 2017 android security patches · the security of your device has been improved. · a software update can include, but is not limited to: - device stability improvements, bug fixes. - new and / or enhanced features. - further improvements to performance. to get the best from your device, please keep your phone up to date and regularly check for software updates.  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output188.txt,False,2017-06-01,34
Samsung,Galaxy S7,G930PVPS4BQG1,2017-07-26,Available Over the Air,"july 2017 security patches  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output192.txt,False,2017-07-01,25
Samsung,Galaxy S7,G930PVPU6BRD2,2018-05-07,Available Over the Air,"february and march android security patch updates, features enhancements and bug fixes",output257.txt,True,2018-03-01,67
Samsung,Galaxy S7,G930PVPU6CRE7,2018-06-18,Available Over the Air + OEM Tool,android 8.0 and security patch updates,output271.txt,True,2018-06-01,17
Samsung,Galaxy S7,G930PVPS7CRH2,2018-09-07,Available Over the Air,"august 1, 2018 security patches including spectre and meltdown.",,True,2018-08-01,37
Samsung,Galaxy S7,G930PVPS8CRJ2,2018-10-29,Available OTA,september and october google security updates.,output319.txt,True,2018-10-01,28
Samsung,Galaxy S7,G930PVPS8CRK1,2018-11-26,Available OTA,november google security updates,output320.txt,True,2018-11-01,25
Samsung,Galaxy S7,G930PSPT8CRK2,2018-12-20,Available OTA,december 2018 android security patch level,output335.txt,False,2018-12-01,19
Samsung,Galaxy S7,G930PSPT8CSA1,2019-01-24,Available OTA,android security patch level january 2019,output354.txt,False,2019-01-01,23
Samsung,Galaxy S7,G930PVPS9CSB1,2019-02-25,Available OTA,android security patch level february 2019,output375.txt,False,2019-02-01,24
Samsung,Galaxy S7,G930PVPS9CSD1,2019-04-26,Available OTA,march android security patch updates,output428.txt,True,2019-03-01,56
Samsung,Galaxy S7,G930PVPUACSJ3,2019-11-18,Available Over the Air,bug fixes and october android security patches,output497.txt,True,2019-10-01,48
Samsung,Galaxy S7 Edge,G935PVPU2APF2,2016-06-27,nan,bug fixesandroid security patchnetwork improvements,output95.txt,True,2016-06-01,26
Samsung,Galaxy S7 Edge,G935PVPS2APG1,2016-07-21,nan,security patch,output106.txt,True,2016-07-01,20
Samsung,Galaxy S7 Edge,G930PVPU4BQD2,2017-05-03,Available Over the Air. ,"fixes long sms duplicate issue, as well as android 2017 security patches",,True,2017-05-01,2
Samsung,Galaxy S7 Edge,G935PVPU5BQJ3,2017-11-13,Available Over the Air," · the security of your device has been improved. · a software update can include, but is not limited to: - device stability improvements, bug fixes. - new and / or enhanced features. - further improvements to performance. to get the best from your device, please keep your phone up to date and regularly check for software updates october 2017 android security patches  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output211.txt,False,2017-10-01,43
Samsung,Galaxy S7 Edge,G935PVPS5BQK1,2017-12-04,Available Over the Air,"android november 2017 security patches  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output221.txt,False,2017-11-01,33
Samsung,Galaxy S7 Edge,G935PVPS5RD2,2018-05-07,Available Over the Air,"february and march android security patch updates, features enhancements and bug fixes",output256.txt,True,2018-03-01,67
Samsung,Galaxy S7 Edge,G935PVPU6CRE7,2018-06-18,Available Over the Air + OEM Tool,android 8.0 and security patch updates,output269.txt,True,2018-06-01,17
Samsung,Galaxy S7 Edge,G935PVPS7CRH2,2018-09-07,Available Over the Air,"august 1, 2018 security patches including spectre and meltdown.",,True,2018-08-01,37
Samsung,Galaxy S7 Edge,G935PVPS8CRJ2,2018-10-29,Available OTA,september & october google security updates,output321.txt,True,2018-10-01,28
Samsung,Galaxy S7 Edge,G935PVPS8CRK1,2018-11-26,Available OTA,november google security updates,output322.txt,True,2018-11-01,25
Samsung,Galaxy S7 Edge,G935PSPT8CRK2,2018-12-20,Available OTA,december 2018 android security patch level,output336.txt,False,2018-12-01,19
Samsung,Galaxy S7 Edge,G935PSPT8CSA1,2019-01-24,Available OTA,android security patch level january 2019,output355.txt,False,2019-01-01,23
Samsung,Galaxy S7 Edge,G935PVPS9CSB1,2019-02-25,Available OTA,android security patch level february 2019,output376.txt,False,2019-02-01,24
Samsung,Galaxy S7 Edge,G935PVPS9CSD1,2019-04-26,Available OTA,march android security patch updates,output430.txt,True,2019-03-01,56
Samsung,Galaxy S7 Edge,G935PVPUACSJ3,2019-11-18,Available Over the Air,bug fix and october android security patches,output496.txt,True,2019-10-01,48
Samsung,Galaxy S8,G950USQU1QEF,2017-06-05,Available OTA + OEM Tool,lte band performance improvements (hpue);@;qualcomm patch 2034170;@;google security patch - may,,True,2017-06-01,4
Samsung,Galaxy S8,G955USQU1AQJH,2017-11-20,Available OTA + OEM Tool,"september, october 2017, & krack security patches. improvements for messaging delivery, enhanced messaging user interface and 3rd party application power saving  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output216.txt,False,2017-10-01,50
Samsung,Galaxy S8,G950USQS3CRE2,2018-05-24,Available Over the Air + OEM Tool,google may security update,output260.txt,True,2018-05-01,23
Samsung,Galaxy S8,G955USQU5CRG3,2018-08-06,Available OTA + OEM Tool,"june/july google security update  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output282.txt,True,2018-07-01,36
Samsung,Galaxy S8,G950USQU5CRK1,2018-12-03,Available OTA + OEM Tool,november security patch samsung pay fix,output323.txt,True,2018-11-01,32
Samsung,Galaxy S8,G950USQU4CSA4,2019-01-28,Available OTA,includes android security patch level january 2019 and bug fixes.,output362.txt,False,2019-01-01,27
Samsung,Galaxy S8,G950USQU5DSD3,2019-04-19,Available OTA,android security patch level april 2019 bug fixes which include a patch for lte data loss after updating to android p (software version dsc1),output418.txt,False,2019-04-01,18
Samsung,Galaxy S8,G950USQS5DSE5,2019-05-31,Available OTA,may android security patch updates,output451.txt,True,2019-05-01,30
Samsung,Galaxy S8 Active,G892USQS1AQL1,2017-12-28,Available Over the Air,"december 2017 android security patches.  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output231.txt,False,2017-12-01,27
Samsung,Galaxy S8 Active,G892USQS1ARA2,2018-01-24,Available OTA + OEM Tool,"google security patch, january  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output240.txt,True,2018-01-01,23
Samsung,Galaxy S8 Active,G892USQS1BRD2,2018-04-25,Available OTA + OEM Tool,april google security patch,output254.txt,True,2018-04-01,24
Samsung,Galaxy S8 Active,G892USQU3BRI1,2018-09-20,Available OTA,september android security patch,output297.txt,True,2018-09-01,19
Samsung,Galaxy S8 Active,G892USQS3BSA1,2019-01-25,Available OTA + OEM Tool,december and january security patch update.,,True,2019-01-01,24
Samsung,Galaxy S8 Active,G892USQS4BSB3,2019-02-22,Available OTA + OEM Tool,february security patch,output377.txt,True,2019-02-01,21
Samsung,Galaxy S8 Active,G892USQS4BSC1,2019-03-28,Available OTA + OEM Tool,google march security patch update.,output411.txt,True,2019-03-01,27
Samsung,Galaxy S8 Active,G892USQS5BSE4,2019-05-31,Available OTA + OEM Tool,google security patch for april and may,output453.txt,True,2019-04-01,60
Samsung,Galaxy S8+,G955USQU1AQFJ,2017-07-08,Available OTA + OEM Tool,"android 7.0;@;june 2017 security patches;@;find my mobile;@;lte roaming fix;@;sms fix for ""(/5)ok"";@; seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".;@;",,False,2017-06-01,37
Samsung,Galaxy S8+,G955USQS3CRE2,2018-05-24,Available Over the Air + OEM Tool,google may security update,output261.txt,True,2018-05-01,23
Samsung,Galaxy S8+,G950USQU5CRK1,2018-12-03,Available OTA + OEM Tool,november security patch samsung pay fix,output324.txt,True,2018-11-01,32
Samsung,Galaxy S8+,G955USQU5DSD3,2019-04-19,Available OTA,android security patch level april 2019 bug fixes which include a patch for lte data loss after updating to android p (software version dsc1),output419.txt,False,2019-04-01,18
Samsung,Galaxy S8+,G955USQS5DSE5,2019-05-31,Available OTA,may android security patch updates,output454.txt,True,2019-05-01,30
Samsung,Galaxy S9,G960USQU2ARC6,2018-04-18,Available Over the Air + OEM Tool,"bip wi-fi, g711 removal, and march 2018 patches",output253.txt,False,2018-03-01,48
Samsung,Galaxy S9,G960USQU2ARE6,2018-06-05,Available Over the Air + OEM Tool,march to may 2018 security updates and other bug fixes.,output265.txt,False,2018-05-01,35
Samsung,Galaxy S9,G960USQS2ARF4,2018-06-21,Available Over the Air + OEM Tool,maintenance release includes security patches from march- june 2018 as well as the iris recognition fix and ufs fix.,output270.txt,False,2018-06-01,20
Samsung,Galaxy S9,G960USQU3ARG7,2018-08-06,Available OTA + OEM Tool,"july 1 2018 patches & other bug fixes  seawolf sprint community manager & customer advocate captain of the vicious cream-puff i encourage you to post your questions on the community, give kudos when earned and always mark the correct answer as ""accepted solution"".",output281.txt,True,2018-07-01,36
Samsung,Galaxy S9,G960USQU3ARI4,2018-09-20,Available OTA + OEM Tool,september android security patch,output299.txt,True,2018-09-01,19
